id,Literal,y_category
5628,TUMORECTOMIA Mama derecha,0
5629,PTC dcha,Z
5630,fimosi,O
5631,31,Z
5632,hta parto,I
5633,MALADAPTACIÓN pulmonar rn,P
5634,Hipotiroidismo primario,E
5635,Ecografía ABD,B
5636,Hemorragia digestiva baixa,K
5637,Restos ovulares,N
5638,Fibroma ovarico izquierdo,D
5639,Hallux valgus i,M
5640,piés zambo,G
5641,Distres respiratorio rn,P
5642,Se extrae cerclaje cervical,0
5643,E83.42,E
5644,Linfadenectomia pelvica,4
5645,acv crónico,I
5646,INSUFICIENCIA VENOSA,I
5647,quiste anexiales bilateral,N
5648,Plastia prepucial,7
5649,vaginitis 2t,O
5650,bloqueo AV de primer grado,I
5651,ECO ABD:,B
5652,Anexectomia bilateral,6
5653,ansiosa part,O
5654,dispareunia,N
5655,IMC 29.,V
5656,nutrición parenteral,3
5657,Artosis,M
5658,Hipotiroidismo partp,O
5659,Vértigo periférico,H
5660,Embolización seletiva de arterias uterinas,0
5661,HIPOTIROIDISMO POR LITIO,E
5662,40+0 sg,Z
5663,esclerosis mesial,G
5664,exalcohol,F
5665,Metástasis hepáticas,C
5666,vasoespasmo,4
5667,Leiomioma uterino,D
5668,vértigos,R
5669,epìdural,3
5670,AOS,R
5671,alergia a Amoxicilina,Z
5672,Metrorragia postparto,O
5673,Colon espástico.,K
5674,febril intraparto,O
5675,Meningitis virica,B
5676,Cardiopatía isquémica crónica,4
5677,Venoclisis,3
5678,Prolapso de cúpula vaginal,N
5679,comedocarcinoma,8
5680,Anexectomía derecha,0
5681,Desgarro perineal de 3º grado,O
5682,ESTEATOSIS HEPÁTICA,K
5683,Fumadora parto,O
5684,hipertrofia de cornetes,J
5685,Neoplasia vesical,C
5686,Nefroureterectomía,Z
5687,BRCA2,Z
5688,déficit de Vit D,E
5689,Sobrepeso part,O
5690,Nefrectomía,Z
5691,Riesgo de toxoplasmosis congénita,Z
5692,mastectomia radical modificada esquerre,0
5693,Electrocardiografía,4
5694,ha TEP,V
5695,Enterococus faecium,B
5696,ECOGRAFIA ABDOMINAL,B
5697,cateter central,3
5698,HTA IRC,I
5699,hemorroides externas,K
5700,LAMINECTOMÍA,0
5701,bulto axila derecha,D
5702,Ca mama,1
5703,SGB parto,6
5704,Obesidad part,O
5705,HISTEROSCOPIA QUIRÚRGICA,0
5706,quiste dermoide,N
5707,vasectomia,Z
5708,Hipertiroidismo parto,E
5709,Ceftriaxona,3
5710,TROMBOPEnia parto,D
5711,Anemia parto,D
5712,Infección de tracto urinario,N
5713,AMILOIDOSIS renal,C
5714,Incontinecia urinaria de esfuerzo,N
5715,Útero polimiomatoso,D
5716,QUISTE epidermico,8
5717,HTA irc ICC,I
5718,SALPINGECTOMÍA geu izq lap,1
5719,SOP parto,E
5720,Óbito fetal,6
5721,ooforectomia izquierda,Z
5722,anexectomia bilateral laparoscópica,6
5723,Miopia magna part,H
5724,mch,O
5725,IRC estadio 3,N
5726,Claudicación de la marcha,R
5727,HIPERTENSIÓN PULMONAR,I
5728,desproporcion pelvico fetal,O
5729,irc 4,N
5730,DIABETAS GESTACIONAL CON INSULINA,O
5731,aumento peso parto,O
5732,Alergia a penicilina,Z
5733,Pseudomona aeruginosa,B
5734,eventración,K
5735,RM hepática,B
5736,descompensación cardiaca,I
5737,Bronqueictasias,J
5738,nefropatía diabetica,E
5739,dga,O
5740,oxitocina,3
5741,Eritema pernio,L
5742,Canalización de via periferica,0
5743,CISTORRAFIA,0
5744,Leiomiomas submucosos,D
5745,Alergia a los acaros,Z
5746,ColangioRM,B
5747,fgeg,6
5748,toxina botulinica,3
5749,Fumadora part,O
5750,eco renal,B
5751,Cataracta,3
5752,Fractura diafisaria tibia izquierda,S
5753,hepatitis C parto,O
5754,tractament quimioteràpic,9
5755,estenosis favi,4
5756,Mastectomía izq,0
5757,O positiu,Z
5758,asma part,O
5759,R51,R
5760,vejiga neurogena,N
5761,Síndrome antifosfolípido parto,O
5762,Ca. endometrio,C
5763,ateromatosi cerebral,I
5764,hiperplasia benigna de prostáta,N
5765,Ecografía de cuello,B
5766,Hernioplastia inguinal izquierda malla,0
5767,inhibición de la lactancia,O
5768,Eco-Doppler mii,B
5769,Hernia de hiato parto,K
5770,litiasis renal part,O
5771,NEUMONIA POR BRONCOASPIRACION,J
5772,Depresivo,F
5773,EcoABD,B
5774,quistes corticales,N
5775,GOLL MULTINODULAR,O
5776,65951,O
5777,Historia de radioterapia,Z
5778,Neumonia COVID parto,O
5779,dermatitis seborreica,L
5780,Ca endometrio,C
5781,CARCINOMA DUCTAL INFILTRANTE mtx,8
5782,sgb rn,P
5783,historia TVP,Z
5784,Escoliosis lumbar,M
5785,Nistagmus,R
5786,hipertensión gestacional,O
5787,vertigos,H
5788,ILE por trisomia 21,Z
5789,Multípara,O
5790,sangrado post adenoidectomia,2
5791,Febre postprocedimental,O
5792,G71.01,G
5793,adenopatías retroperitoneales,R
5794,Tumorectomía mam derecha,0
5795,Fumadora,F
5796,Fractura subtrocanterea cadera izquierda,S
5797,Apendicits aguda,K
5798,DM 1,E
5799,Exantema,R
5800,Reacción aguda al estrés,F
5801,Estrabisme,H
5802,adenovirus,B
5803,Insuficiencia venosa part,O
5804,Monitorizacion fetal,4
5805,Q04.3,Q
5806,Bronquiectasi,4
5807,Alergia a CODEINA,Z
5808,nefropatía diabética 2,2
5809,celulitis brazo,L
5810,hta parto,I
5811,rx TÓRAX,B
5812,vertigo,R
5813,Coxalgia,M
5814,tabaco parto,F
5815,Torsió testicular no especificada,N
5816,conización parto,O
5817,IMC: 39,Z
5818,cesària ant,O
5819,Febrícula,R
5820,Hematoma qx,9
5821,Hernia incisional,K
5822,SALPINGUECTOMÍA BILATERAL LAPAROSCÓPICA,0
5823,Síndrome antifosfolipídico,2
5824,Doble lesión aórtica ligera,I
5825,"bicorial, biamniótica",O
5826,Hipotirodismo anteparto,6
5827,ileitis isquemica,5
5828,33 sem,Z
5829,Vitíligo part,O
5830,madden dERECHA,0
5831,DG,6
5832,amniorexis,1
5833,RTCG no tranquilizador,O
5834,Desgarro perineal Iº +,O
5835,sd constitucional,R
5836,DIVERTÍCULO VESICAL,K
5837,artritis reumatoide parto,M
5838,cérvix que se sutura,0
5839,Antecedentes familiares de miocardiopatia,Z
5840,colon irritable,K
5841,PREECLAMPSIA PUERPERAL,O
5842,ANEMIZACIÓN AGUDA,D
5843,albúmina,9
5844,obesidad morbida part,E
5845,dislipemia,2
5846,nst,O
5847,Quiste lúteo,N
5848,fibromialgia part,O
5849,Disfagia orofaringea,R
5850,transversa 1,O
5851,itu ecoli,B
5852,"Grupo sanguíneo materno: A , Rh: Positivo",Z
5853,dfp,6
5854,J18.9,J
5855,ex Enolismo,F
5856,Microadenoma hipofisario,D
5857,Metrotrexate IM aborto,O
5858,Neumonía,J
5859,radioterapia,Z
5860,Ex fumadora,Z
5861,Tumorectomía mama derecha,0
5862,Laminectomía,0
5863,risc infeccio rn,O
5864,apendicectomía laparoscópica,0
5865,Flutter,I
5866,Encefalopatia epilèptica,G
5867,Endometriosis parto,O
5868,NTG,3
5869,INSUFICIÈNCIA VENOSA (PERIFÈRICA,I
5870,Peritonectomía,V
5871,Déficit de vitamina B12,E
5872,reparación de enterocele,V
5873,Desgarro 1º grado,O
5874,LARINGITIS CRÓNICA,J
5875,Migraña PARTO,G
5876,Bocio Multinodular part,E
5877,ampicilina,3
5878,Historia de CIA intervenida,Z
5879,alcohol parto,O
5880,hipotiroidismo qx,E
5881,Prostanglandinas,3
5882,picos febriles,R
5883,NEo,Z
5884,Polineuropatía dm 2,G
5885,Alergia a contraste iodado,Z
5886,desgarro de primer grado,O
5887,Metilprednisolona,3
5888,Vitíligo parto,O
5889,Hiperplasia prostatica benigna,N
5890,Lipoma brazo derecho,D
5891,AL.LÈRGIESPenicil·lines,Z
5892,Alergico a PENICILINA,V
5893,Prematuridad 1250,P
5894,lipoma lumbar,D
5895,Historia de Meningioma,Z
5896,tos seca,R
5897,rtu vesical,5
5898,anemia ferropénica parto,D
5899,nefroblastoma,8
5900,Hiperplasia benigna de próstata,N
5901,doble anexectomía lap,6
5902,fx aplastameinto L2,8
5903,Disartria hipofónica,R
5904,talassemia minor parto,D
5905,Tendinitis rotuliana,M
5906,Hipotiroidismo part,O
5907,diverticulosis,K
5908,Hipergliceridèmia pura,E
5909,hematoma retroamniótico,O
5910,Mastectomía mama izquierda,0
5911,Hipertiroidismo anteparto,6
5912,Cesarea,1
5913,vph parto,O
5914,Desgarro Ii,0
5915,histerectomia lap,6
5916,Obesitat part,O
5917,desgarro vagianal,O
5918,Histerectomía vaginal,0
5919,hipotiroidismo part,O
5920,Disfunción renal aguda,N
5921,Hipotiroidimo parto,O
5922,Sinusitis parto,O
5923,prótesis cadera derecha,Z
5924,catéter venoso periférico,0
5925,Drenaje torácico izq,0
5926,Augmentine,9
5927,Lumbalgia crónica,M
5928,rafi tibia izq,0
5929,Parkinsonismo,G
5930,Escoliosis part,O
5931,fistulografía,0
5932,Paralisis de cuerdas vocales,J
5933,decanulacion traqueostomia,9
5934,DORSÀLGIA,M
5935,ca mama derecha cie,C
5936,acortamiento cervical 2t,O
5937,liquido ascitico,R
5938,artrodesis,V
5939,Fractura supracondílea de fémur derecho,S
5940,misoprostol vaginales,3
5941,miomectomía,6
5942,Desprendimiento de vitreo,H
5943,Col·lecció intraabdominal,5
5944,registro no tranquilizador,O
5945,Sars COv 2 Negatiu,Z
5946,Cetoacidosis diabética dm 1,E
5947,Grupo sanguíneo 0 Rh:+,Z
5948,cambio de sonda de gastrostomía,V
5949,Oliguria,R
5950,ANEXECTOMÍA DERECHA,0
5951,shock séptico 2,R
5952,hemiparèsia esquerra,G
5953,Fibrilacion auricular paroxistica,I
5954,organo,1
5955,Distrofia muscular,7
5956,Poliposis gástrica,K
5957,Historia de cáncer de mama,Z
5958,infección respiratoria,J
5959,Alergica a: Codeina,Z
5960,LT,0
5961,SARS-CoV-2 negatiu,Z
5962,taquicardia sinusal,R
5963,fototerapia,9
5964,eritrodèrmia,D
5965,retención placentaria,O
5966,Miomectomia,6
5967,BOCIO,E
5968,Nasofaringitis aguda,J
5969,efecto adverso heparina,O
5970,Miopía parto,H
5971,Insufiencia mitral,I
5972,: 0 RH: positivo,Z
5973,ITUs de repetición,Z
5974,prematura 33,P
5975,Úlcera duodenal,K
5976,quiste tiroglos,2
5977,disfagia Orofaríngea,R
5978,Litiasis renal parto,N
5979,neo de mama,1
5980,quistes corticales renales,N
5981,intubación orotraqueal,3
5982,Cerclaje cervix,6
5983,HT portal,5
5984,mastectomía,Z
5985,demencia vascular,2
5986,Trastorno adaptativo parto,O
5987,d62,D
5988,Pólipo colónico historia,Z
5989,Quistes hepáticos,K
5990,circumstàncies legals,Z
5991,Bloqueo rama izquierdo,I
5992,Gestant de 40,O
5993,misoprostol abort,1
5994,v4577,Z
5995,CIR,O
5996,plasmaféresis,3
5997,tabaco parto,F
5998,Alergica a penicilina,Z
5999,postquirúrgico,E
6000,Eco 2T,B
6001,AMILOIDOSIS renal,C
6002,Espondilosi lumbar,M
6003,Presbiacusia,H
6004,Osteoporosi,M
6005,leucopenia rn,P
6006,metilprednisolona,3
6007,Eco 3t gemelos,B
6008,"Asma no especificada, amb estat asmàtic",J
6009,enf Parto,O
6010,Retinopatía diabetica 2,E
6011,AL·LÈRGIA A PENICIL·LINA,V
6012,SARS CoV-2: Negativos,Z
6013,Meniere,H
6014,bsgc,0
6015,tabac,F
6016,Bronquitis crónica,J
6017,Fibrosis Quística pulmon,2
6018,Circular al pie,7
6019,lavados vesicales,3
6020,Mastectomia izquierda,0
6021,Grupo 0 Rh Positivo,Z
6022,40 +4sg,Z
6023,deceleraciones variables,O
6024,asma grave,J
6025,Grupo A+.,Z
6026,hipotiroidismo qx parto,E
6027,coagulación laser fetal,O
6028,bronquitis aguda VRS,J
6029,HELICOBACTER PYLORI,B
6030,secuelas covid,U
6031,Leucemia Aguda Limfoblástica,2
6032,PROSTATECTOMÍA RADICAL RETROPUBICA,0
6033,IMC 45,V
6034,cistoprostatectomía radical laparoscopica,0
6035,anisocoria,H
6036,oxigenoterapia,9
6037,DESPLAÇAMENT DISC INTERVERTEBRAL LUMBAR,M
6038,Alérgica a ácaros,Z
6039,Hemorroides internas grado II/IV,K
6040,Artropatía degenerativa,M
6041,SarsCov2,U
6042,Colestasis gravídica anteparto,6
6043,fractura humero proximal derecho,S
6044,ilpp pierna izquierda,0
6045,condilomas parto,O
6046,Sutura de desgarro grado I,0
6047,Grupo sanguíneo: 0 rh negativo,Z
6048,ha dejado de fumar,Z
6049,Portadora de gastrostomía,Z
6050,postparto,6
6051,Historia de Tifus,Z
6052,útero miomatoso part,D
6053,nefrectomia radical lap,0
6054,intolerancia digestiva rn,P
6055,Anexectomía Bilateral,0
6056,"GS A +,",Z
6057,quiste de Naboth,N
6058,immunoglobulinas,3
6059,amputación supracondílea izquierda,0
6060,RTU prostática,0
6061,gastrostomía percutánea,0
6062,rubeola inmune,O
6063,GSRh: O POSITIVO,Z
6064,esclerosis múltiple part,G
6065,ATB,9
6066,A.E.,6
6067,cesarea ant,O
6068,colecistitis aguda,5
6069,emld,0
6070,alergia a penicilina,Z
6071,cesareas ant,O
6072,Tabac part,O
6073,Ictericia no isoinmune,E
6074,ECP,6
6075,B Positivo,Z
6076,útero bicorne part,O
6077,Arritmia parto,I
6078,NEOPLASIA urotelial,8
6079,parto 41,6
6080,ICC,I
6081,ECO vagina,B
6082,Gemelar bicorial/ biamniotico,O
6083,les parto,Z
6084,ligadura tubárica bilateral,0
6085,disfàgia,R
6086,MC-BA,O
6087,Version cefalica externa,O
6088,286.9,E
6089,Ansietat,F
6090,Estenosis hipertrófica de píloro congenita,Q
6091,Ecografia intestinal,B
6092,cardiopatia HTA irc,I
6093,BAV 1º grado,I
6094,TAC toracoabdominal con contraste,B
6095,no progresión,Z
6096,GEU tubárico derecho,O
6097,HIpoglucemia neonatal,P
6098,Trastorno Bipolar,F
6099,HIPERPOTASEMIA,E
6100,Ritchter,0
6101,Drenaje transtimpanico,3
6102,Alergia alimentos,Z
6103,SAF,6
6104,parto,6
6105,stent coronario,Z
6106,presentación de cara,6
6107,Muguet oral rn,P
6108,Sindrome de Gilbert,E
6109,feto pequeño para edad gestacional,O
6110,Paracentesi,O
6111,itu part,O
6112,cistectomía radical lap,0
6113,Transfusión,3
6114,RTU VESICAL,0
6115,Fumadora parto,O
6116,biopsias vulvares,0
6117,sueroterapia,3
6118,PTR izquierda,Z
6119,LINFOEPITELIOMA,8
6120,colestasis gravídica parto,6
6121,insufiencia venosa crónica,I
6122,Rubéola no inmune,O
6123,fiebre,R
6124,hipotiroidismo parto,E
6125,hiponatremia,2
6126,"Grupo sanguíneo: B, Rh: positivo",Z
6127,taponamiento vaginal,0
6128,bacteremia,R
6129,Urticara crónica parto,L
6130,hipertenso,4
6131,Alcohol part,F
6132,Intolerancia a Lactosa,E
6133,cesárea en 2013,O
6134,Drenaje torácico toracoscopico,0
6135,Divertículo esofágico,K
6136,reflujo gastroesofágico parto,K
6137,Forceps episio,7
6138,Extracción de DIU,Z
6139,Enfermedad granulomatosa crónica,2
6140,miopia,H
6141,tumorectomia Mama derecha,0
6142,Hipotiroidismo part,O
6143,óbito fetal,O
6144,FA paroxística,I
6145,TAC toraco-abdominal,B
6146,Hipotiroidismo part,O
6147,Historia de sarna,Z
6148,Espondiloartritis,M
6149,Insuficiència tricuspídica,I
6150,dm 1 parto,O
6151,Grupo sanguíneo materno:0 Rh positivo,Z
6152,Se suspende intervención,Z
6153,40.2 semanas,Z
6154,anexectomía derecha,6
6155,HISTÒRIA PERSONAL TUBERCULOSI,Z
6156,Desgarro grado 1,0
6157,ITU de repetición,Z
6158,miopía magna parto,H
6159,gastrostomía,Z
6160,edema laringeo,R
6161,Síndrome de lisis tumoral,2
6162,Rx de tórax .,B
6163,Hepatitis B part,O
6164,Grupo Sanguíneo Materno: B NEGATIVO,Z
6165,prolapso de cordón,O
6166,Ecografía transtorácica,B
6167,covid PARTO,O
6168,34 + 2 semanas,Z
6169,Legrado uterino evacuador,1
6170,Fuma,F
6171,insure,5
6172,Alergias medicamentosas : IBUPROFENO,Z
6173,ELONGACIÓN CERVICAL,O
6174,Transtorno ansioso-depresivo,F
6175,bebe,Z
6176,nauseas vómitos,R
6177,ECO tv,8
6178,Distocia,6
6179,arritma,I
6180,Estenosi traquea congenit,Q
6181,Rasgo talasémico,D
6182,ECO-TV,B
6183,Hidrocefàlia,Q
6184,acidosi metabolica,E
6185,estenosis uretral,N
6186,salpingitis,N
6187,consanguinitat,Z
6188,Teratoma en ovario izquierdo,D
6189,BGN,B
6190,Plaquetopenia,D
6191,Neutropenia febril 1,D
6192,oxígeno,9
6193,Déficit Proteína S part,O
6194,Endometrioma ovárico,N
6195,Lipoma,8
6196,cirrosis,K
6197,bradicardia sinusal,R
6198,cólico nefrítico derecho,N
6199,cocaina,F
6200,esteatosis hepática parto,O
6201,ACORtamiento cervical parto,O
6202,Divertículos colon,K
6203,Legrado evacuador,1
6204,Hipospadias,Q
6205,Grupo sanguíneo: B Rh: POSITIVO,Z
6206,cir,E
6207,itu parto,N
6208,ARTROSIS,M
6209,Litiasis renals,N
6210,Alergia a anisakis,Z
6211,PTC derecha,Z
6212,bebedora,F
6213,Adenoma suprarrenal,2
6214,gestacón prolongada,O
6215,hipotiroidismo qx parto,E
6216,ENTEROCOCO FECALIS,B
6217,Hiperhidrosis,L
6218,POLIPO ENDOMETRIAL,N
6219,Foramen oval,Q
6220,cetosis dm 1,2
6221,parainfluenza,B
6222,Hepatitis C,B
6223,64631,O
6224,leucoencefalopatia hipòxica crónica,G
6225,colon irritable,K
6226,Riñón izquierdo atrófico,Q
6227,CARCINOMA LOBULILLAR INFILTRANTE,8
6228,Amenaza de Parto Prematuro,O
6229,obesidad mórbida part,E
6230,Inestabilidad,R
6231,ACIDOSIS RESPIRATORIA,5
6232,K40.91,K
6233,depresión,F
6234,CATARATA od,C
6235,Balón de Cook,0
6236,Traqueostomía,V
6237,Ecocardiograma,B
6238,Discopatía,M
6239,Obesitat,E
6240,Gastritis cronica atrófica,K
6241,desgarro cervix,O
6242,Intoxicación por barbitúricos,F
6243,malformación anorrectal,K
6244,fibrosis quística pulmon,2
6245,TRAQUEOSTOMIA,Z
6246,Uter unicorne,O
6247,Miocardiopatía hipertrófica,4
6248,pólipo endometrial,N
6249,Ecografía renal,B
6250,PLASMOCITOMA SOLITARIO,D
6251,Cordón umbilical en bandolera,O
6252,hipotensión intracraneal,R
6253,estenosis uretral,N
6254,CIN II parto,O
6255,sepsis 2,5
6256,Cervicoartrosis,M
6257,vm,5
6258,Historia de ADK de recto,Z
6259,MIGRANYA,G
6260,tabaquismo parto,O
6261,partos,7
6262,RM abdominal,B
6263,Mastectomia izquierda,0
6264,Hiperprolactinemia part,E
6265,tumorectomía mamaria izquierda,0
6266,Mordedura de perro,T
6267,meniscectomía izq,0
6268,Diabetes gestacional A1,O
6269,CIN 3 parto,O
6270,problema social,Z
6271,Hernia de Hiato,K
6272,Hashimoto parto,O
6273,GCP,O
6274,DMT2,2
6275,hipermenorrea,N
6276,Hipotiroidismo gestacional,O
6277,Sd. Subacromial hombro izdo,M
6278,doble j bilateral,0
6279,neo,8
6280,histerectomía,6
6281,infección del tracto urinario,N
6282,espondiloartropatía anquilosant,M
6283,Fibroadenoma mamario,D
6284,fatiga crónica,R
6285,retinopatía dm,2
6286,Apneas nocturnas,G
6287,E Coli,B
6288,anlagesia,3
6289,MIOCARDIOPATÍA DILATADA,I
6290,Epilepsia parcial secundariament generalitzada,G
6291,hepatocarcinoma multicéntrico,8
6292,Historia de Neo de vejiga,Z
6293,miomatosi uterina,D
6294,PTC IZQUIERDA,Z
6295,colecistectomia,5
6296,1011,O
6297,Decanulación traqueostomía,9
6298,hipercalcemia,E
6299,leucocitosis,D
6300,historia parto prematuro,O
6301,UROPATÍA OBSTRUCTIVA IZQUIERDA,N
6302,hosp,Y
6303,30+1 semanas,Z
6304,41 +1 semanas,Z
6305,Depresió,F
6306,ANGIOMIOLIPOMA,8
6307,insuficienciarespiratoria,5
6308,enf part,O
6309,LAPAROTOMÍA,0
6310,ETT,B
6311,Fusió lumbar,7
6312,hipotiroidismo part,O
6313,ELIQUIS,M
6314,Encefalopatía hepática,2
6315,leucosis,2
6316,Hipotiroidsmo,E
6317,desgarro,O
6318,Temblor esencial,G
6319,fibroadenomas,9
6320,pérdida de agudeza visual,H
6321,DSL,Z
6322,Eco abdominal,8
6323,RTU-vesical,0
6324,VIVO,Z
6325,gammaglobulinas,3
6326,Fumadora part,O
6327,reflujo,5
6328,colectomia,V
6329,DÉFICIT DE ATENCIÓN,G
6330,Gastritis parto,K
6331,R26.9,R
6332,Cefotaxima,3
6333,ca mama bilateral,C
6334,DEMENCIA,G
6335,Alergia a: Ibuprofeno,Z
6336,66923,O
6337,hiperamilasemia,2
6338,Alérgica a Cefalosporinas,Z
6339,PEG,0
6340,celulitis abdomen,L
6341,N81.11,N
6342,Desgarro 3 grado,0
6343,angioTC,B
6344,Esofagitis Eosinofílica,K
6345,derrame pleura,J
6346,Histerectomia Vaginal,0
6347,Histerectomía vaginal,0
6348,Vaginitis part,O
6349,Rinitis alergica parto,O
6350,Teratoma,8
6351,ESCOLIOSI,7
6352,estreñemiento,K
6353,Urocultivo: Positivo:,Z
6354,angina de pecho,I
6355,ex fumador,Z
6356,Adenomiosis,N
6357,colecistectomía,5
6358,inmunoglobulina,3
6359,vacuna,Z
6360,quistectomía ovario lap,6
6361,cordon corto parto,O
6362,F31.60,F
6363,Hipertiroidismo parto,E
6364,Hipertensión arterial,I
6365,ILE por trisomía 21,Z
6366,úlceras EEII,I
6367,antibioteràpia,9
6368,Levofloxacino,9
6369,mtx axilar,1
6370,Grupo sanguineo materno: O Rh +,Z
6371,retirada port-a-cath,0
6372,cpap,Z
6373,Angioma congénito,9
6374,postectomía,8
6375,24 sem,Z
6376,INSTILACIÓN DE MMC,3
6377,CARCINOMA ENDOMETRIAL,C
6378,Maniobra de McRoberts,M
6379,hernia epigástrica,K
6380,Bandolera,O
6381,desgarro grado 1,O
6382,fibrosis mama izq,N
6383,Gastritis,K
6384,Insuficiència respiratòria aguda i crònica,5
6385,Ecografia 1t,B
6386,Hiperplasia Benigna de Próstata,N
6387,mastectomia bilateral profiláctica,8
6388,Demencia tipo Alzheimer,G
6389,faco,0
6390,hipertensión portal,K
6391,Insuficienciatricuspidea,4
6392,Ecoscopia,8
6393,RCTG,B
6394,DESGARRO 1,O
6395,Escoliosis parto,O
6396,pólipos gástricos,K
6397,polihidramnios,O
6398,: A POSITIVO,Z
6399,circular al pie,7
6400,Bloqueo Auriculo Ventricular,I
6401,Depresión-ansiedad,F
6402,hemiplejia izquierda,G
6403,glicèmia,R
6404,Immunodeficiencia,E
6405,institucionalizada en Residencia,Z
6406,ANEXECTOMíA BILATERAL,0
6407,LEIOMIOSARCOMA,8
6408,detrussor hipocontràctil,N
6409,Déficit proteina c parto,O
6410,asmática,4
6411,nudo verdadero de cordón,O
6412,Amenaza de parto prematuro,O
6413,Gamapatía monoclonal,D
6414,imc 34,Z
6415,Prolactinoma,8
6416,Historia de Menisco,Z
6417,fractura trimaleolar tobillo derecho,S
6418,ca pancreas,C
6419,esfinterotomía,0
6420,Desgarro I grado,0
6421,Sinusopatia crónica,J
6422,v1359,Z
6423,Tratamiento atb,9
6424,h fractura,V
6425,APGAR,7
6426,B NEGATIVO,Z
6427,mamoplàstia de aumento,8
6428,Trombopenia Parto,D
6429,parkinson,G
6430,Valvula aórtica bicúspide,I
6431,placentitis,6
6432,PSORIASIS GUTTATA,L
6433,gestación cronológicamente prolongada,O
6434,cmv parto,O
6435,Historia de Meningitis,Z
6436,Taquicardia Supraventricular Paroxísitica,I
6437,Nefropatía diabetica 2,E
6438,Hernia Hiato parto,O
6439,Alergia alimentaria,Z
6440,suboclusión,5
6441,ateromatosis aortoilíaca,I
6442,feto único en podálica convertida anteparto,6
6443,ne sng,3
6444,Gestante de 40 semanas,Z
6445,OMA bilateral,H
6446,pielonefritis gestante,6
6447,sat,J
6448,PARTO,O
6449,Rectocele,N
6450,Bronquitis aguda rhinovirus,J
6451,440.20,I
6452,o925,O
6453,E.coli,B
6454,Colelitiasi,K
6455,Ibuprofeno,E
6456,anexectomía bilateral profiláctica,6
6457,deficit proteina s parto,O
6458,Arritmia parto,I
6459,ANEXECTOMÍA DERECHA Lap,0
6460,TC DE ABDOMEN CON CONTRASTE,B
6461,Blefaroplastia bilateral,0
6462,hipocalcemia,E
6463,Histerectomia radical,0
6464,tumor vesical historia,Z
6465,ebv,B
6466,hipotiroïdisme part,O
6467,Obesitat morbida part,O
6468,bronquitis aguda Adenovirus,J
6469,Desgarro,0
6470,40 +4semanas,Z
6471,ITU 2t,O
6472,Hipotiroidismo part,O
6473,rGe,Q
6474,Prótesis de rodilla,Z
6475,Intoxicación digitálica,E
6476,ILE por Trisomía,O
6477,arritmias,I
6478,hipertensión arterial,I
6479,carcinoma de cervix,C
6480,protesis mama,Z
6481,enolismo crónico,F
6482,Síndrome ansioso depresiva parto,O
6483,Historia de Rt,Z
6484,Salpinguectomía bilateral,0
6485,Temblor esencial familiar,G
6486,OH,F
6487,eventración supraumbilical,K
6488,cardiopatía hipertensiva,4
6489,Desgarro vaginal grado I,O
6490,HISTERECTOMÍA ABDOMINAL TOTAL,0
6491,hcl,0
6492,34+4 semanas,Z
6493,Diltación esofágica,0
6494,iso burgos,J
6495,apèndice preauricular,Q
6496,ABDOMINALGIA,R
6497,artritis reumatoide parto,M
6498,contusion rodilla izq,S
6499,K40.00,K
6500,Intolerante a lactosa parto,E
6501,Hipotiroidismo secundario a tiroidectomia,E
6502,Historia de VHC,Z
6503,Flemon periamigdalino,J
6504,piernas inquietas,G
6505,Escoliosis parto,O
6506,ca Mama bilateral,C
6507,alergia ANESTESICOS,Z
6508,TC cerebral,B
6509,CLAUDICACIÓN INTERMITENTE,Z
6510,Quimioterápia,9
6511,mastectomia derecha,0
6512,ANGIOMIOLIPOMA RENAL DERECHO,D
6513,prolapso de órganos pélvicos,N
6514,insuficiencia respiratoria aguda,5
6515,MDMA,3
6516,ooforectomía izquierda,Z
6517,659.51,O
6518,asma part,O
6519,Prótesis mecánica mitral,Z
6520,Artritis reumatoide,M
6521,TC craneal,B
6522,Enterovirus,B
6523,Enterococo Faecalis,B
6524,olanzapina,3
6525,Linfoma folicular grado 1,2
6526,34.1 semanas,Z
6527,cardiopartia Hipertensiva irc,4
6528,hipotiroidismo puerperal,O
6529,fallo de inducción,O
6530,MILLIGAN-MORGAN,0
6531,Disminucion movimientos fetales,O
6532,Estat de trasplantament de ronyó,Z
6533,Hiperplasia de prostata amb obstruccio urinaria,N
6534,MASTECTOMÍA dreta,0
6535,enoxaparina subcutánea,3
6536,hipotir parto,E
6537,carcinoma de mama izquierda,C
6538,hbp rao,4
6539,Alergia aINES,Z
6540,asma parto,O
6541,asma parto,O
6542,ecocardiografia,B
6543,taquicardia,R
6544,"extracción manual, placenta",O
6545,Hipertension portal,K
6546,ice,N
6547,pseudomona,B
6548,trastorno límite de personalidad,F
6549,Incontinència urinària funcional,R
6550,Sedación,3
6551,Preeclampsia rn,P
6552,Transplante de córnea,Z
6553,URETRITIS CRONICA,N
6554,Abscéso retrofaringeo,J
6555,pólipo exocervical,6
6556,Preeclamspia leve anteparto,6
6557,ferroterapia,3
6558,Catarata congénita,H
6559,carcinoma papilar,8
6560,Intolerancia Hidratos carbono parto,E
6561,Bony en mama,1
6562,Hipoglucemia neonatal,O
6563,parto pretermino,6
6564,Fx subcapital femur izquierdo,S
6565,útero polimiomatoso,D
